label,sentences
fear,i told him we should go to the hospital because i'm feeling very strange
fear,i feel really strange
fear,i said mum is leaving for good tomorrow this is going to feel really strange and i will miss her so i am feeling a bit sad and emotional but i do know that it is all for the best
fear,i'm starting to get worried and just feel strange in my own skin
fear,i feel strange
fear,i told him we should go to the hospital because i'm feeling very strange
fear,i still feel a bit strange
fear,i'm feeling all in the mood to analyse song lyrics i feel like digging up my collection of strange music and analysing them one by one i should have done this before the gp exam
fear,i feel so strange
fear,i should just relax for now but it feels so distinctly strange for me
fear,i let myself think about my behaviour towards you when we were children i feel a strange mix of guilt and admiration for your resilience
fear,i didn t feel strange at all
fear,i felt battered and bruised emotionally and remember feeling like i was someone very strange not to see the world the way these ever so confident people did
fear,i still feel slightly strange with sorrow but i know it's not something of god but of satan
fear,i'll have to wait a couple of days before i can really debrief on how i feel about leaving but i do feel like it will be strange to go home
fear,i can't speak on emily's behalf but i have been feeling a bit strange about updating lately
fear,i want to change my name but feel strange being marti standing deer because marti is short for martha a name i ve never liked
fear,i remember waking up feeling strange
